"City, State",State,City,E,N,A,C,O
"Sonoma, California",Sonoma,California,-0.02,-0.01,0.02,-0.02,0.06
"Sonora, California",Sonora,California,-0.01,0.02,0.05,0.03,-0.0
"South Bend, Indiana",South Bend,Indiana,0.02,-0.02,-0.02,0.01,0.02
"South Boston, Massachusetts",South Boston,Massachusetts,-0.01,0.05,-0.02,0.01,0.06
"South Boston, Virginia",South Boston,Virginia,-0.03,0.05,0.0,0.01,-0.01
"South Brooklyn, New York",South Brooklyn,New York,-0.0,-0.01,-0.05,-0.03,0.05
"South Burlington, Vermont",South Burlington,Vermont,0.02,0.01,0.03,-0.01,0.04
"South Charleston, West Virginia",South Charleston,West Virginia,0.0,0.0,0.02,0.02,-0.04
"South Chicago, Illinois",South Chicago,Illinois,0.04,0.0,-0.05,-0.02,0.03
"South Elgin, Illinois",South Elgin,Illinois,0.0,0.07,-0.01,-0.02,-0.03
"South Gate, California",South Gate,California,0.01,-0.01,-0.05,-0.02,0.05
"South Haven, Michigan",South Haven,Michigan,0.01,0.03,0.03,0.01,0.05
"South Holland, Illinois",South Holland,Illinois,-0.01,0.03,0.03,0.0,-0.08
"South Houston, Texas",South Houston,Texas,-0.0,0.06,-0.05,-0.02,0.0
"South Jordan, Utah",South Jordan,Utah,0.02,-0.03,0.11,-0.0,-0.07
"South Lake Tahoe, California",South Lake Tahoe,California,0.03,-0.05,0.04,0.02,0.04
"South Lyon, Michigan",South Lyon,Michigan,0.04,-0.0,0.07,-0.01,-0.06
"South Miami, Florida",South Miami,Florida,0.04,-0.02,0.0,0.02,0.09
"South Milwaukee, Wisconsin",South Milwaukee,Wisconsin,-0.04,0.06,0.01,-0.01,-0.04
"South Orange, New Jersey",South Orange,New Jersey,0.02,-0.01,-0.02,-0.03,0.03
"South Ozone Park, New York",South Ozone Park,New York,0.0,-0.01,-0.04,-0.0,0.11
"South Pasadena, California",South Pasadena,California,-0.02,0.02,-0.0,0.0,0.08
"South Phoenix, Arizona",South Phoenix,Arizona,-0.01,0.01,0.01,0.03,0.01
"South Plainfield, New Jersey",South Plainfield,New Jersey,0.04,-0.06,0.02,0.02,-0.02
"South Portland, Maine",South Portland,Maine,-0.01,0.01,0.04,-0.01,-0.0
"South River, New Jersey",South River,New Jersey,-0.02,0.02,-0.01,0.0,-0.05
"South Saint Paul, Minnesota",South Saint Paul,Minnesota,-0.01,0.06,0.0,-0.04,-0.07
"South San Francisco, California",South San Francisco,California,0.04,-0.02,0.02,-0.02,-0.03
"South Seattle, Washington",South Seattle,Washington,-0.03,-0.02,-0.01,-0.01,0.06
"South Sioux City, Nebraska",South Sioux City,Nebraska,-0.02,0.04,-0.01,-0.04,-0.09
"South Windsor, Connecticut",South Windsor,Connecticut,0.01,0.02,0.03,0.01,-0.08
"Southampton, New York",Southampton,New York,0.01,0.01,-0.01,-0.01,-0.02
"Southampton, Pennsylvania",Southampton,Pennsylvania,-0.03,0.06,-0.01,-0.01,-0.02
"Southaven, Mississippi",Southaven,Mississippi,-0.01,0.02,0.01,0.04,-0.05
"Southbridge, Massachusetts",Southbridge,Massachusetts,0.02,0.03,0.0,-0.02,-0.03
"Southbury, Connecticut",Southbury,Connecticut,-0.01,-0.01,0.07,-0.0,-0.03
"Southfield, Michigan",Southfield,Michigan,0.02,-0.12,0.03,0.06,0.04
"Southgate, Michigan",Southgate,Michigan,-0.02,0.04,0.03,0.06,-0.04
"Southington, Connecticut",Southington,Connecticut,0.0,0.03,-0.02,-0.03,-0.08
"Southlake, Texas",Southlake,Texas,0.01,0.02,0.06,-0.02,0.02
"Southwick, Massachusetts",Southwick,Massachusetts,-0.02,0.02,0.06,-0.01,-0.03
"Spanaway, Washington",Spanaway,Washington,0.02,-0.02,0.02,-0.01,-0.04
"Spanish Fork, Utah",Spanish Fork,Utah,0.02,-0.01,0.09,0.0,0.0
"Sparks, Nevada",Sparks,Nevada,-0.02,-0.03,0.1,0.03,-0.04
"Sparta, Michigan",Sparta,Michigan,0.03,0.01,0.04,0.07,-0.07
"Sparta, New Jersey",Sparta,New Jersey,-0.0,0.04,0.02,-0.01,0.05
"Sparta, Wisconsin",Sparta,Wisconsin,0.0,0.01,0.08,0.03,0.01
"Spartanburg, South Carolina",Spartanburg,South Carolina,0.0,-0.0,0.05,0.06,-0.02
"Spencer, Iowa",Spencer,Iowa,-0.03,0.09,-0.0,-0.03,-0.09
"Spencerport, New York",Spencerport,New York,-0.01,0.05,0.0,0.04,-0.09
"Spokane Valley, Washington",Spokane Valley,Washington,0.02,-0.02,0.05,0.01,-0.15
"Spokane, Washington",Spokane,Washington,-0.08,-0.0,0.1,0.06,-0.01
"Spotswood, New Jersey",Spotswood,New Jersey,-0.05,0.09,-0.01,-0.01,0.02
"Spotsylvania, Virginia",Spotsylvania,Virginia,-0.03,0.01,0.03,0.0,-0.0
"Spring Hill, Florida",Spring Hill,Florida,-0.02,0.06,-0.02,0.02,-0.1
"Spring Hill, Kansas",Spring Hill,Kansas,0.01,0.01,0.08,-0.02,-0.07
"Spring Lake, Michigan",Spring Lake,Michigan,0.0,0.02,0.05,-0.01,-0.06
"Spring Valley, California",Spring Valley,California,0.02,-0.02,0.02,-0.04,0.06
"Spring Valley, New York",Spring Valley,New York,-0.03,0.03,-0.02,-0.04,0.04
"Spring, Texas",Spring,Texas,0.0,0.08,0.01,-0.07,-0.02
"Springboro, Ohio",Springboro,Ohio,-0.01,0.01,0.08,-0.01,-0.11
"Springdale, Arkansas",Springdale,Arkansas,-0.0,0.01,0.05,-0.0,-0.06
"Springfield, Illinois",Springfield,Illinois,0.01,0.1,-0.07,-0.04,-0.1
"Springfield, Massachusetts",Springfield,Massachusetts,-0.04,0.1,-0.14,-0.04,0.07
"Springfield, Missouri",Springfield,Missouri,-0.07,0.02,0.06,0.01,0.03
"Springfield, Ohio",Springfield,Ohio,-0.03,0.01,0.01,0.05,-0.08
"Springfield, Oregon",Springfield,Oregon,-0.05,0.01,0.06,-0.01,0.0
"Springfield, Pennsylvania",Springfield,Pennsylvania,-0.03,0.02,0.04,0.01,-0.05
"Springfield, Tennessee",Springfield,Tennessee,-0.01,0.05,-0.01,-0.01,0.03
"Springfield, Virginia",Springfield,Virginia,-0.05,0.04,-0.05,-0.06,-0.1
"Springtown, Texas",Springtown,Texas,0.02,0.04,0.02,0.03,-0.04
"Springville, Utah",Springville,Utah,0.04,-0.09,0.1,0.02,0.01
"St Clair Shores, Michigan",St Clair Shores,Michigan,0.02,-0.03,0.08,-0.01,0.07
"St Clair, Michigan",St Clair,Michigan,0.0,0.01,-0.01,0.01,-0.04
"Stafford, Virginia",Stafford,Virginia,-0.02,0.08,-0.01,-0.06,-0.04
"Stamford, Connecticut",Stamford,Connecticut,0.02,-0.02,-0.14,0.03,0.0
"Stanwood, Washington",Stanwood,Washington,-0.03,0.02,0.07,-0.01,0.02
"Starkville, Mississippi",Starkville,Mississippi,-0.0,0.05,0.07,-0.03,0.08
"State College, Pennsylvania",State College,Pennsylvania,-0.04,-0.02,-0.01,-0.02,-0.09
"Staten Island, New York",Staten Island,New York,0.05,0.12,-0.17,-0.12,-0.01
"Statesboro, Georgia",Statesboro,Georgia,0.01,-0.01,-0.01,-0.02,0.04
"Statesville, North Carolina",Statesville,North Carolina,-0.03,0.06,0.01,-0.0,-0.03
"Staunton, Virginia",Staunton,Virginia,-0.01,0.03,-0.02,-0.01,0.02
"Stephenville, Texas",Stephenville,Texas,-0.02,0.03,-0.01,-0.01,-0.07
"Sterling Heights, Michigan",Sterling Heights,Michigan,0.03,0.0,0.02,0.05,-0.08
"Sterling, Illinois",Sterling,Illinois,-0.01,0.08,-0.03,-0.02,-0.05
"Sterling, Virginia",Sterling,Virginia,0.03,-0.01,0.11,-0.03,-0.08
"Steubenville, Ohio",Steubenville,Ohio,-0.05,0.08,-0.05,-0.01,-0.01
"Stevens Point, Wisconsin",Stevens Point,Wisconsin,0.02,0.02,0.04,-0.04,-0.14
"Stevensville, Michigan",Stevensville,Michigan,-0.01,0.01,0.08,-0.01,-0.09
"Stevensville, Montana",Stevensville,Montana,-0.03,-0.02,0.01,-0.0,-0.01
"Stillwater, Minnesota",Stillwater,Minnesota,-0.02,0.01,0.11,-0.05,0.04
"Stillwater, Oklahoma",Stillwater,Oklahoma,-0.03,0.01,0.02,0.03,0.03
"Stockbridge, Georgia",Stockbridge,Georgia,-0.02,0.05,0.08,0.01,-0.03
"Stockton, California",Stockton,California,-0.01,-0.01,0.0,0.02,0.02
"Stone Mountain, Georgia",Stone Mountain,Georgia,-0.05,-0.05,-0.01,0.02,0.03
"Stoneham, Massachusetts",Stoneham,Massachusetts,0.02,0.02,-0.06,-0.01,-0.04
"Stony Brook, New York",Stony Brook,New York,-0.02,0.05,-0.02,-0.02,0.07
"Stoughton, Massachusetts",Stoughton,Massachusetts,0.02,0.02,-0.03,0.01,-0.04
"Stoughton, Wisconsin",Stoughton,Wisconsin,0.01,-0.0,0.05,-0.0,-0.01
"Stow, Ohio",Stow,Ohio,-0.05,0.01,0.02,0.0,-0.01
"Stratford, Connecticut",Stratford,Connecticut,-0.01,-0.04,0.1,-0.0,-0.03
"Streamwood, Illinois",Streamwood,Illinois,0.01,0.05,0.04,-0.02,0.01
"Streator, Illinois",Streator,Illinois,-0.01,0.04,-0.04,0.01,-0.04
"Strongsville, Ohio",Strongsville,Ohio,-0.0,0.02,0.01,-0.01,-0.01
"Stroudsburg, Pennsylvania",Stroudsburg,Pennsylvania,-0.02,0.07,-0.04,-0.04,0.03
"Struthers, Ohio",Struthers,Ohio,-0.01,0.04,0.04,0.01,-0.05
"Stuart, Florida",Stuart,Florida,-0.04,0.05,0.02,0.0,-0.04
"Studio City, California",Studio City,California,0.01,0.04,-0.03,-0.04,0.08
"Sturgeon Bay, Wisconsin",Sturgeon Bay,Wisconsin,-0.03,0.04,0.02,-0.01,-0.04
"Sturgis, Michigan",Sturgis,Michigan,-0.01,0.06,0.02,-0.03,-0.0
"Stuttgart, Arkansas",Stuttgart,Arkansas,-0.0,-0.04,0.05,0.02,-0.04
"Sudbury, Massachusetts",Sudbury,Massachusetts,0.03,-0.03,0.03,0.02,-0.03
"Suffern, New York",Suffern,New York,0.01,0.02,0.01,-0.01,-0.03
"Suffield, Connecticut",Suffield,Connecticut,0.04,0.02,-0.04,-0.01,-0.03
"Suffolk County, New York",Suffolk County,New York,0.04,0.01,-0.05,0.03,-0.01
"Suffolk, Virginia",Suffolk,Virginia,-0.05,0.06,-0.0,-0.0,-0.05
"Sugar Land, Texas",Sugar Land,Texas,0.02,-0.05,0.02,-0.04,-0.04
"Suisun City, California",Suisun City,California,0.01,-0.0,0.02,0.01,0.0
"Sullivan, Missouri",Sullivan,Missouri,0.01,0.0,-0.02,-0.02,-0.05
"Sulphur Springs, Texas",Sulphur Springs,Texas,-0.01,0.04,0.03,0.0,-0.04
"Sulphur, Louisiana",Sulphur,Louisiana,-0.03,-0.04,0.09,0.03,-0.05
"Summerville, South Carolina",Summerville,South Carolina,0.05,0.01,0.01,-0.03,-0.04
"Summit, New Jersey",Summit,New Jersey,0.0,0.01,-0.03,-0.06,0.06
"Sumner, Washington",Sumner,Washington,-0.01,0.01,-0.0,-0.02,-0.08
"Sumter, South Carolina",Sumter,South Carolina,-0.01,-0.02,-0.01,-0.01,0.01
"Sun Prairie, Wisconsin",Sun Prairie,Wisconsin,-0.04,-0.01,0.03,-0.01,0.01
"Sun Valley, California",Sun Valley,California,-0.02,0.03,-0.0,-0.03,0.01
"Sunland, California",Sunland,California,-0.02,-0.01,0.07,0.01,-0.02
"Sunnyside, New York",Sunnyside,New York,-0.03,0.03,-0.04,-0.02,0.01
"Sunnyside, Washington",Sunnyside,Washington,-0.01,-0.03,0.08,-0.01,-0.06
"Sunnyvale, California",Sunnyvale,California,0.01,-0.04,0.09,-0.05,-0.01
"Sunrise, Florida",Sunrise,Florida,0.01,0.01,-0.01,-0.02,0.02
"Superior, Wisconsin",Superior,Wisconsin,-0.04,0.06,-0.06,-0.04,-0.05
"Surprise, Arizona",Surprise,Arizona,-0.0,0.03,0.03,0.01,-0.08
"Susanville, California",Susanville,California,0.02,-0.04,0.02,-0.02,-0.08
"Sussex, Wisconsin",Sussex,Wisconsin,-0.02,0.01,0.01,0.02,-0.03
"Suwanee, Georgia",Suwanee,Georgia,0.06,-0.01,0.08,-0.01,0.02
"Swampscott, Massachusetts",Swampscott,Massachusetts,-0.01,0.04,0.01,-0.01,-0.01
"Swansea, Massachusetts",Swansea,Massachusetts,0.0,0.07,-0.04,0.01,-0.02
"Swartz Creek, Michigan",Swartz Creek,Michigan,0.02,0.02,-0.01,0.01,-0.07
"Sycamore, Illinois",Sycamore,Illinois,0.0,0.01,0.05,0.01,-0.03
"Sykesville, Maryland",Sykesville,Maryland,0.0,0.02,-0.02,-0.03,-0.08
"Sylacauga, Alabama",Sylacauga,Alabama,0.01,0.05,0.03,-0.01,-0.07
"Sylmar, California",Sylmar,California,-0.01,-0.04,0.05,-0.04,-0.02
"Sylvania, Ohio",Sylvania,Ohio,-0.04,-0.01,0.08,0.05,-0.07
"Sylvester, Georgia",Sylvester,Georgia,0.01,0.02,0.0,0.0,0.01
"Syosset, New York",Syosset,New York,0.04,-0.01,0.04,0.02,-0.02
"Syracuse, New York",Syracuse,New York,0.02,0.01,-0.04,0.04,-0.06
"Syracuse, Utah",Syracuse,Utah,-0.0,-0.0,0.05,-0.02,-0.15
"Tacoma, Washington",Tacoma,Washington,-0.03,0.06,0.02,-0.05,0.07
"Taft, California",Taft,California,0.01,-0.01,-0.03,0.0,-0.03
"Tahlequah, Oklahoma",Tahlequah,Oklahoma,-0.03,0.01,0.03,0.02,0.03
"Takoma Park, Maryland",Takoma Park,Maryland,0.03,0.01,0.04,-0.03,0.0
"Talladega, Alabama",Talladega,Alabama,0.03,-0.02,0.03,0.02,0.0
"Tallahassee, Florida",Tallahassee,Florida,0.08,-0.06,0.06,0.05,0.1
"Tallassee, Alabama",Tallassee,Alabama,-0.01,-0.02,0.02,0.02,-0.06
"Tallmadge, Ohio",Tallmadge,Ohio,0.01,-0.02,0.03,0.01,-0.07
"Tampa, Florida",Tampa,Florida,0.05,-0.04,-0.01,0.03,0.06
"Tarboro, North Carolina",Tarboro,North Carolina,-0.03,0.05,-0.02,0.01,-0.12
"Tarpon Springs, Florida",Tarpon Springs,Florida,0.05,-0.01,0.05,0.02,-0.0
"Tarzana, California",Tarzana,California,-0.03,0.08,-0.04,-0.03,0.05
"Taunton, Massachusetts",Taunton,Massachusetts,-0.02,0.13,-0.03,-0.01,-0.03
"Taylor, Michigan",Taylor,Michigan,0.04,0.03,0.03,0.03,-0.04
"Taylors, South Carolina",Taylors,South Carolina,-0.04,0.06,0.01,0.01,-0.03
"Taylorsville, Utah",Taylorsville,Utah,-0.02,-0.02,0.12,0.02,-0.09
"Taylorville, Illinois",Taylorville,Illinois,-0.01,0.02,0.07,0.01,-0.03
"Teaneck, New Jersey",Teaneck,New Jersey,-0.01,-0.01,0.02,-0.02,0.03
"Tecumseh, Michigan",Tecumseh,Michigan,-0.0,0.0,0.0,-0.01,-0.01
"Tehachapi, California",Tehachapi,California,-0.08,0.04,0.02,-0.01,-0.07
"Temecula, California",Temecula,California,0.02,-0.06,0.08,0.02,0.03
"Tempe, Arizona",Tempe,Arizona,-0.01,-0.04,-0.01,0.04,0.11
"Temperance, Michigan",Temperance,Michigan,-0.02,-0.03,0.0,0.02,-0.02
"Temple City, California",Temple City,California,0.03,-0.06,0.13,0.02,-0.03
"Temple Hills, Maryland",Temple Hills,Maryland,-0.01,-0.02,-0.02,-0.02,0.0
"Temple, Texas",Temple,Texas,-0.03,0.02,0.05,-0.04,-0.04
"Templeton, California",Templeton,California,-0.01,-0.02,0.05,-0.01,-0.09
"Tenafly, New Jersey",Tenafly,New Jersey,0.01,0.03,-0.02,0.01,0.02
"Terre Haute, Indiana",Terre Haute,Indiana,-0.03,0.07,0.07,0.05,-0.05
"Terrell, Texas",Terrell,Texas,-0.0,-0.02,0.0,0.03,0.01
"Tewksbury, Massachusetts",Tewksbury,Massachusetts,0.03,0.03,0.05,-0.01,-0.0
"Texarkana, Arkansas",Texarkana,Arkansas,-0.02,-0.01,-0.04,0.02,-0.02
"Texarkana, Texas",Texarkana,Texas,0.04,0.02,0.0,0.03,-0.04
"Texas City, Texas",Texas City,Texas,0.02,-0.07,0.05,-0.01,-0.06
"The Colony, Texas",The Colony,Texas,-0.0,0.05,-0.01,-0.01,-0.0
"The Dalles, Oregon",The Dalles,Oregon,-0.04,-0.03,0.06,0.01,-0.03
"The Woodlands, Texas",The Woodlands,Texas,0.06,-0.07,0.06,0.01,0.01
"Theodore, Alabama",Theodore,Alabama,0.02,0.06,0.02,0.0,-0.08
"Thibodaux, Louisiana",Thibodaux,Louisiana,0.09,0.03,0.05,0.0,-0.08
"Thief River Falls, Minnesota",Thief River Falls,Minnesota,0.01,0.01,0.02,0.01,-0.04
"Thomaston, Georgia",Thomaston,Georgia,0.01,-0.0,-0.0,0.01,0.01
"Thomasville, Georgia",Thomasville,Georgia,-0.05,-0.05,0.03,-0.01,-0.03
"Thomasville, North Carolina",Thomasville,North Carolina,-0.02,0.01,0.03,0.02,-0.08
"Thomson, Georgia",Thomson,Georgia,-0.02,0.02,-0.01,0.03,-0.1
"Thornton, Colorado",Thornton,Colorado,0.01,-0.0,0.1,-0.02,0.04
"Thousand Oaks, California",Thousand Oaks,California,0.04,-0.05,0.13,-0.01,0.03
"Thurmont, Maryland",Thurmont,Maryland,-0.01,0.03,-0.0,-0.03,-0.06
"Tiffin, Ohio",Tiffin,Ohio,-0.04,0.03,0.04,0.03,-0.04
"Tifton, Georgia",Tifton,Georgia,-0.02,0.0,0.02,-0.03,-0.04
"Tigard, Oregon",Tigard,Oregon,-0.0,0.0,0.07,-0.05,-0.01
"Tinley Park, Illinois",Tinley Park,Illinois,0.03,0.0,0.03,-0.05,-0.09
"Tipp City, Ohio",Tipp City,Ohio,-0.04,0.03,0.03,-0.02,0.01
"Titusville, Florida",Titusville,Florida,-0.0,-0.07,0.06,0.05,0.04
"Tiverton, Rhode Island",Tiverton,Rhode Island,-0.01,0.02,0.04,0.0,0.05
"Toccoa, Georgia",Toccoa,Georgia,0.01,-0.01,0.05,-0.01,-0.1
"Toledo, Ohio",Toledo,Ohio,0.02,-0.01,-0.04,0.03,0.05
"Tolland, Connecticut",Tolland,Connecticut,0.03,0.02,0.02,-0.0,-0.05
"Tomah, Wisconsin",Tomah,Wisconsin,-0.02,0.01,0.04,0.0,-0.02
"Tomahawk, Wisconsin",Tomahawk,Wisconsin,0.0,-0.02,0.02,-0.03,-0.09
"Tomball, Texas",Tomball,Texas,0.06,-0.0,0.02,-0.01,0.0
"Toms River, New Jersey",Toms River,New Jersey,0.03,0.1,-0.01,-0.04,-0.08
"Tonawanda, New York",Tonawanda,New York,-0.02,0.04,0.01,0.02,0.03
"Tonganoxie, Kansas",Tonganoxie,Kansas,-0.02,-0.0,0.04,-0.0,0.01
"Tooele, Utah",Tooele,Utah,-0.04,0.09,0.02,-0.0,-0.11
"Topeka, Kansas",Topeka,Kansas,-0.02,0.03,0.05,0.02,-0.06
"Torrance, California",Torrance,California,0.02,0.01,0.0,-0.07,0.06
"Torrington, Connecticut",Torrington,Connecticut,-0.03,0.09,-0.05,-0.01,-0.02
"Towson, Maryland",Towson,Maryland,-0.05,0.01,0.07,-0.01,0.02
"Trabuco Canyon, California",Trabuco Canyon,California,0.02,-0.03,0.04,-0.02,-0.06
"Tracy, California",Tracy,California,0.04,-0.04,0.06,-0.09,0.05
"Traverse City, Michigan",Traverse City,Michigan,-0.02,0.04,0.02,0.02,-0.0
"Trenton, Michigan",Trenton,Michigan,-0.04,0.03,0.04,0.03,-0.04
"Trenton, New Jersey",Trenton,New Jersey,0.11,-0.1,-0.17,-0.04,-0.05
"Trenton, Ohio",Trenton,Ohio,0.01,0.02,-0.04,0.02,-0.05
"Troy, Alabama",Troy,Alabama,-0.03,0.04,0.0,-0.03,-0.08
"Troy, Illinois",Troy,Illinois,-0.01,0.01,0.02,0.0,-0.1
"Troy, Michigan",Troy,Michigan,-0.04,0.02,0.04,-0.03,-0.02
"Troy, Missouri",Troy,Missouri,-0.01,0.02,0.01,0.0,-0.04
"Troy, New York",Troy,New York,-0.01,0.1,-0.06,-0.05,-0.04
"Troy, Ohio",Troy,Ohio,-0.02,0.06,0.02,-0.02,-0.02
"Truckee, California",Truckee,California,-0.02,-0.05,0.03,-0.01,-0.0
"Trujillo Alto, NULL",Trujillo Alto,NULL,-0.01,-0.03,0.0,-0.01,-0.02
"Trumbull, Connecticut",Trumbull,Connecticut,0.01,-0.02,0.03,-0.02,-0.04
"Trussville, Alabama",Trussville,Alabama,0.01,0.01,0.03,0.02,-0.01
"Tualatin, Oregon",Tualatin,Oregon,0.02,-0.04,0.13,-0.01,0.01
"Tucker, Georgia",Tucker,Georgia,0.01,-0.02,0.01,-0.02,0.02
"Tucson, Arizona",Tucson,Arizona,-0.04,-0.03,0.06,0.01,0.06
"Tujunga, California",Tujunga,California,-0.01,-0.01,0.06,-0.0,0.03
"Tulare, California",Tulare,California,0.01,0.02,-0.0,0.01,0.01
"Tullahoma, Tennessee",Tullahoma,Tennessee,-0.0,0.02,0.03,-0.0,0.01
"Tulsa, Oklahoma",Tulsa,Oklahoma,-0.01,-0.02,0.08,0.04,0.07
"Tumwater, Washington",Tumwater,Washington,0.02,-0.0,0.07,-0.0,-0.05
"Tunkhannock, Pennsylvania",Tunkhannock,Pennsylvania,0.02,0.01,0.02,0.01,0.02
"Tupelo, Mississippi",Tupelo,Mississippi,0.04,0.03,0.01,-0.01,0.0
"Turlock, California",Turlock,California,-0.05,0.0,0.05,0.02,-0.01
"Tuscaloosa, Alabama",Tuscaloosa,Alabama,0.04,-0.05,0.01,0.05,-0.04
"Tuskegee, Alabama",Tuskegee,Alabama,0.02,-0.03,0.04,0.01,-0.06
"Tustin, California",Tustin,California,0.02,0.02,0.11,-0.01,-0.0
"Twentynine Palms, California",Twentynine Palms,California,-0.02,-0.02,0.03,0.01,0.0
"Twin Falls, Idaho",Twin Falls,Idaho,0.04,-0.06,0.07,0.01,-0.06
"Twinsburg, Ohio",Twinsburg,Ohio,-0.0,-0.03,0.05,-0.02,-0.07
"Two Rivers, Wisconsin",Two Rivers,Wisconsin,-0.03,0.04,0.07,0.01,-0.15
"Tyler, Texas",Tyler,Texas,0.01,-0.02,0.04,-0.01,0.04
"Tyrone, Pennsylvania",Tyrone,Pennsylvania,0.02,0.02,0.06,0.02,-0.06
"Ukiah, California",Ukiah,California,-0.02,0.02,0.06,-0.01,0.03
"Union City, California",Union City,California,0.03,-0.08,0.07,-0.06,0.08
"Union City, New Jersey",Union City,New Jersey,0.01,0.04,-0.12,-0.04,0.04
"Union City, Tennessee",Union City,Tennessee,-0.0,0.05,0.03,0.02,-0.04
"Union, Missouri",Union,Missouri,0.01,0.04,-0.02,-0.01,-0.08
"Union, New Jersey",Union,New Jersey,0.0,0.06,-0.01,-0.04,-0.01
"Uniondale, New York",Uniondale,New York,0.03,-0.0,-0.06,-0.04,0.06
"Uniontown, Pennsylvania",Uniontown,Pennsylvania,-0.03,0.11,-0.02,0.01,-0.11
"University City, Missouri",University City,Missouri,0.02,0.01,0.03,-0.02,-0.06
"University Place, Washington",University Place,Washington,0.0,0.03,0.03,-0.02,-0.04
"Upland, California",Upland,California,0.03,-0.09,0.1,-0.0,0.08
"Upper Arlington, Ohio",Upper Arlington,Ohio,0.0,-0.02,0.01,-0.04,-0.07
"Upper Darby, Pennsylvania",Upper Darby,Pennsylvania,-0.02,0.09,-0.06,-0.04,-0.02
"Upper Marlboro, Maryland",Upper Marlboro,Maryland,-0.04,0.02,-0.12,-0.03,-0.03
"Urbana, Illinois",Urbana,Illinois,-0.01,0.05,-0.0,0.0,0.04
"Urbana, Ohio",Urbana,Ohio,-0.0,-0.03,0.03,0.02,-0.03
"Urbandale, Iowa",Urbandale,Iowa,-0.0,0.01,0.04,-0.02,-0.08
"Utica, Michigan",Utica,Michigan,0.01,0.0,0.01,-0.0,-0.06
"Utica, New York",Utica,New York,0.03,0.09,-0.07,-0.01,-0.02
"Uvalde, Texas",Uvalde,Texas,0.0,0.01,-0.01,0.05,-0.03
"Uxbridge, Massachusetts",Uxbridge,Massachusetts,-0.01,0.02,-0.01,0.02,-0.0
"Vacaville, California",Vacaville,California,-0.03,0.05,0.03,-0.02,0.02
"Valdosta, Georgia",Valdosta,Georgia,0.05,-0.11,0.05,0.08,-0.09
"Valencia, California",Valencia,California,0.06,0.01,0.04,0.01,0.09
"Vallejo, California",Vallejo,California,0.05,-0.04,-0.01,0.03,0.06
"Valley Center, Kansas",Valley Center,Kansas,-0.01,0.02,0.06,-0.02,-0.08
"Valley Springs, California",Valley Springs,California,0.0,0.05,0.02,-0.02,-0.02
"Valley Stream, New York",Valley Stream,New York,0.03,0.07,-0.04,-0.03,0.0
"Valley, Alabama",Valley,Alabama,0.0,0.02,0.03,-0.0,-0.04
"Valparaiso, Indiana",Valparaiso,Indiana,-0.08,0.07,-0.02,0.04,-0.1
"Valrico, Florida",Valrico,Florida,-0.04,0.02,-0.03,-0.04,-0.07
"Van Buren, Arkansas",Van Buren,Arkansas,-0.03,0.03,0.08,0.01,-0.05
"Van Nuys, California",Van Nuys,California,-0.05,-0.02,0.09,-0.04,-0.01
"Van Wert, Ohio",Van Wert,Ohio,0.01,0.06,0.04,0.01,-0.14
"Vancouver, Washington",Vancouver,Washington,-0.08,-0.02,0.08,0.04,-0.03
"Vashon, Washington",Vashon,Washington,-0.01,-0.0,0.04,-0.02,-0.04
"Vassar, Michigan",Vassar,Michigan,-0.03,0.03,-0.06,0.0,-0.05
"Vegas, NULL",Vegas,NULL,-0.01,0.01,0.0,-0.03,0.04
"Venice, California",Venice,California,-0.0,-0.0,0.03,0.0,0.04
"Venice, Florida",Venice,Florida,0.02,-0.0,0.05,0.04,-0.0
"Ventura, California",Ventura,California,0.0,-0.06,0.1,0.02,0.1
"Ventura, NULL",Ventura,NULL,-0.0,0.0,0.06,-0.02,0.0
"Vermilion, Ohio",Vermilion,Ohio,-0.05,0.06,-0.02,-0.04,0.01
"Vernal, Utah",Vernal,Utah,-0.02,0.04,0.06,-0.01,-0.13
"Vernon Hills, Illinois",Vernon Hills,Illinois,-0.01,-0.04,0.06,-0.04,0.02
"Vernon, Connecticut",Vernon,Connecticut,-0.01,0.06,0.03,-0.03,-0.02
"Vernon, New Jersey",Vernon,New Jersey,0.03,0.02,-0.06,-0.04,-0.1
"Vero Beach, Florida",Vero Beach,Florida,0.05,-0.01,0.02,0.03,0.05
"Versailles, Kentucky",Versailles,Kentucky,0.05,-0.04,0.07,0.02,0.01
"Vestal, New York",Vestal,New York,-0.03,0.07,0.01,0.02,-0.05
"Vicksburg, Michigan",Vicksburg,Michigan,-0.02,0.01,0.01,-0.03,-0.03
"Vicksburg, Mississippi",Vicksburg,Mississippi,0.06,-0.07,0.02,0.06,-0.02
"Victoria, Texas",Victoria,Texas,0.05,0.01,0.07,0.06,0.0
"Victorville, California",Victorville,California,-0.03,0.05,-0.02,-0.03,0.01
"Vidalia, Georgia",Vidalia,Georgia,0.0,0.0,0.02,-0.01,-0.07
"Vidor, Texas",Vidor,Texas,0.06,0.01,0.02,-0.01,-0.08
"Vienna, Virginia",Vienna,Virginia,-0.05,0.06,-0.01,-0.04,-0.05
"Villa Park, Illinois",Villa Park,Illinois,-0.03,0.04,-0.02,-0.03,0.05
"Villa Rica, Georgia",Villa Rica,Georgia,-0.02,-0.0,0.04,-0.03,-0.03
"Vilonia, Arkansas",Vilonia,Arkansas,0.01,0.02,0.02,-0.0,-0.05
